Customer ID,Age,Gender,Income Level,Country,Reservation Date,Travel Date,Travel Duration,Travel Type,Travel Destination,Reservation Fee,Reservation Status,Customer Satisfaction Score
CUST_0029,59,Male,Medium,Italy,2024-06-18 11:05:44.764534,2024-08-02 11:05:44.764534,4,Holiday,Rome,7112.18,Cancelled,6
CUST_0030,28,Female,Very High,Germany,2023-11-06 11:05:44.764535,2024-02-01 11:05:44.764535,28,Adventure,Barcelona,249.54,Pending,8
CUST_0031,33,Male,High,Italy,2023-08-26 11:05:44.764536,2023-10-23 11:05:44.764536,20,Business,Rome,3770.52,Cancelled,7
CUST_0032,33,Female,Medium,China,2024-05-17 11:05:44.764538,2024-08-08 11:05:44.764538,22,Adventure,Dubai,5850.54,Pending,10
CUST_0033,68,Male,High,Japan,2024-02-22 11:05:44.764539,2024-04-15 11:05:44.764539,2,Relaxation,Rome,5995.14,Completed,2
CUST_0034,63,Female,High,Spain,2023-10-23 11:05:44.764540,2024-01-01 11:05:44.764540,28,Family,Dubai,3139.28,Pending,1
CUST_0035,37,Male,Very High,China,2023-10-31 11:05:44.764542,2023-11-05 11:05:44.764542,6,Holiday,Sydney,7223.1,Completed,5
CUST_0036,60,Male,Very High,Italy,2023-09-30 11:05:44.764543,2023-11-20 11:05:44.764543,12,Relaxation,Dubai,7776.44,Completed,2
CUST_0037,63,Male,High,China,2023-08-13 11:05:44.764544,2023-10-22 11:05:44.764544,27,Holiday,Barcelona,8332.0,Cancelled,10
CUST_0038,46,Male,Very High,USA,2023-12-20 11:05:44.764546,2024-02-03 11:05:44.764546,20,Relaxation,Dubai,9223.34,Completed,6
CUST_0039,21,Male,High,India,2023-11-09 11:05:44.764547,2024-01-30 11:05:44.764547,19,Relaxation,Istanbul,4893.24,Cancelled,9
CUST_0040,59,Male,Medium,Canada,2024-02-24 11:05:44.764549,2024-02-25 11:05:44.764549,14,Adventure,Dubai,6788.47,Cancelled,6
CUST_0041,64,Male,High,France,2024-04-07 11:05:44.764550,2024-05-23 11:05:44.764550,22,Family,Moscow,6196.99,Completed,5
CUST_0042,40,Female,Low,India,2024-03-13 11:05:44.764551,2024-03-16 11:05:44.764551,27,Family,Sydney,2087.32,Cancelled,1
CUST_0043,63,Female,Low,Australia,2023-10-06 11:05:44.764553,2023-12-21 11:05:44.764553,16,Relaxation,Istanbul,8162.22,Completed,3
CUST_0044,45,Male,High,Italy,2024-01-04 11:05:44.764554,2024-03-05 11:05:44.764554,2,Relaxation,Tokyo,6880.24,Completed,9
CUST_0045,63,Male,Medium,Brazil,2024-04-18 11:05:44.764555,2024-06-22 11:05:44.764555,4,Family,Barcelona,8412.03,Cancelled,10
CUST_0046,27,Male,Very High,Brazil,2024-02-05 11:05:44.764557,2024-04-24 11:05:44.764557,12,Relaxation,Rome,7280.97,Pending,2
CUST_0047,43,Male,Medium,France,2023-09-01 11:05:44.764558,2023-10-26 11:05:44.764558,18,Adventure,New York,9486.13,Cancelled,2
CUST_0048,35,Male,Very High,Germany,2024-04-26 11:05:44.764559,2024-05-25 11:05:44.764559,14,Adventure,Rome,9979.89,Pending,8
CUST_0049,55,Male,Very High,Brazil,2023-11-18 11:05:44.764561,2024-02-14 11:05:44.764561,17,Business,Bangkok,3920.24,Completed,1
CUST_0050,22,Female,Low,Australia,2024-06-03 11:05:44.764562,2024-06-11 11:05:44.764562,3,Adventure,Barcelona,1298.34,Completed,4
CUST_0051,37,Female,Very High,Canada,2024-06-03 11:05:44.764563,2024-07-13 11:05:44.764563,7,Relaxation,New York,1588.56,Pending,9
CUST_0052,22,Female,High,Japan,2023-11-07 11:05:44.764565,2024-01-12 11:05:44.764565,17,Family,Dubai,8322.69,Completed,1
CUST_0053,67,Female,High,France,2023-12-20 11:05:44.764566,2024-02-27 11:05:44.764566,15,Family,Bangkok,7969.47,Cancelled,2
CUST_0054,59,Male,High,Canada,2023-09-23 11:05:44.764567,2023-10-18 11:05:44.764567,13,Business,Bangkok,891.01,Pending,8
CUST_0055,34,Female,High,Spain,2023-12-12 11:05:44.764569,2024-02-28 11:05:44.764569,29,Holiday,Sydney,9205.31,Pending,6
CUST_0056,35,Female,Medium,Italy,2023-09-28 11:05:44.764570,2023-12-06 11:05:44.764570,6,Family,New York,7665.58,Pending,5
CUST_0057,18,Female,Very High,Australia,2024-05-22 11:05:44.764573,2024-06-19 11:05:44.764573,26,Relaxation,Berlin,117.33,Completed,10
CUST_0058,66,Female,Low,UK,2024-02-24 11:05:44.764576,2024-05-22 11:05:44.764576,2,Relaxation,Rome,541.91,Completed,2
CUST_0059,49,Male,Low,Italy,2023-11-05 11:05:44.764579,2023-11-20 11:05:44.764579,19,Relaxation,Bangkok,7506.07,Cancelled,2
CUST_0060,59,Male,Very High,UK,2024-03-13 11:05:44.764582,2024-05-17 11:05:44.764582,1,Relaxation,Sydney,1463.0,Cancelled,5
CUST_0061,49,Female,Low,Japan,2024-05-13 11:05:44.764584,2024-07-04 11:05:44.764584,12,Business,Moscow,9668.01,Pending,2
CUST_0062,22,Male,Medium,Brazil,2024-02-08 11:05:44.764587,2024-02-24 11:05:44.764587,23,Holiday,Tokyo,3261.92,Completed,7
CUST_0063,55,Female,Low,USA,2024-04-27 11:05:44.764589,2024-07-07 11:05:44.764589,20,Adventure,Rome,4304.4,Pending,7
CUST_0064,46,Female,Medium,Canada,2024-01-06 11:05:44.764592,2024-01-13 11:05:44.764592,8,Business,Moscow,6432.09,Cancelled,8
CUST_0065,36,Male,Medium,UK,2024-05-21 11:05:44.764595,2024-06-24 11:05:44.764595,5,Family,Istanbul,2836.6,Cancelled,3
CUST_0066,49,Female,Medium,India,2024-04-29 11:05:44.764598,2024-06-09 11:05:44.764598,3,Family,Istanbul,7122.47,Pending,2
CUST_0067,34,Female,Medium,Germany,2023-08-06 11:05:44.764601,2023-09-19 11:05:44.764601,18,Business,Dubai,7155.95,Completed,9
CUST_0068,24,Female,Medium,India,2024-06-09 11:05:44.764604,2024-06-16 11:05:44.764604,19,Business,Rome,4395.53,Cancelled,7
CUST_0069,64,Female,Very High,Italy,2023-08-03 11:05:44.764624,2023-09-30 11:05:44.764624,12,Holiday,Moscow,653.21,Cancelled,9
CUST_0070,38,Female,High,Italy,2024-04-29 11:05:44.764627,2024-07-26 11:05:44.764627,2,Holiday,New York,837.99,Completed,6
CUST_0071,52,Male,Very High,UK,2023-09-12 11:05:44.764630,2023-10-02 11:05:44.764630,11,Business,Bangkok,6706.82,Completed,4
CUST_0072,58,Male,Low,Japan,2023-09-26 11:05:44.764633,2023-12-01 11:05:44.764633,9,Relaxation,Bangkok,815.17,Cancelled,9
CUST_0073,32,Male,Medium,Canada,2024-03-29 11:05:44.764635,2024-06-13 11:05:44.764635,16,Adventure,London,1743.99,Cancelled,5
CUST_0074,43,Female,Low,USA,2024-07-05 11:05:44.764636,2024-07-08 11:05:44.764636,2,Family,Istanbul,7049.42,Completed,1
CUST_0075,56,Female,Low,Spain,2024-06-22 11:05:44.764637,2024-09-07 11:05:44.764637,20,Business,Berlin,3644.81,Cancelled,7
CUST_0076,41,Female,Very High,Brazil,2023-12-14 11:05:44.764639,2024-03-07 11:05:44.764639,4,Adventure,Tokyo,7241.09,Completed,4
CUST_0077,40,Female,Medium,UK,2023-09-27 11:05:44.764640,2023-12-14 11:05:44.764640,2,Adventure,New York,8742.24,Cancelled,2
CUST_0078,40,Male,High,Australia,2023-07-16 11:05:44.764642,2023-10-03 11:05:44.764642,14,Family,London,3432.54,Pending,9
CUST_0079,65,Male,Low,Canada,2023-09-04 11:05:44.764644,2023-10-27 11:05:44.764644,8,Relaxation,Moscow,8351.36,Pending,7
CUST_0080,50,Female,Very High,Germany,2023-10-31 11:05:44.764647,2023-12-03 11:05:44.764647,19,Business,Berlin,4113.32,Cancelled,1
CUST_0081,63,Female,Low,Brazil,2023-07-09 11:05:44.764650,2023-09-09 11:05:44.764650,11,Relaxation,Rome,2801.08,Completed,8
CUST_0082,39,Female,Very High,Japan,2023-07-21 11:05:44.764653,2023-08-25 11:05:44.764653,15,Business,Dubai,5469.6,Pending,6
CUST_0083,62,Male,High,Italy,2024-05-15 11:05:44.764656,2024-08-02 11:05:44.764656,12,Holiday,Istanbul,1003.52,Completed,4
CUST_0084,28,Female,Very High,France,2023-11-09 11:05:44.764658,2024-01-17 11:05:44.764658,13,Family,New York,2219.06,Pending,9
CUST_0085,42,Female,High,Germany,2023-09-26 11:05:44.764661,2023-12-22 11:05:44.764661,11,Relaxation,New York,1917.74,Pending,3
CUST_0086,28,Female,Very High,Australia,2024-01-13 11:05:44.764664,2024-02-11 11:05:44.764664,25,Adventure,Istanbul,7740.1,Completed,6
CUST_0087,61,Male,Low,France,2024-01-15 11:05:44.764667,2024-02-22 11:05:44.764667,21,Business,New York,8147.1,Cancelled,2
CUST_0088,59,Male,High,Germany,2024-05-20 11:05:44.764670,2024-06-10 11:05:44.764670,26,Business,Sydney,624.04,Cancelled,2
CUST_0089,62,Male,Very High,Australia,2023-07-23 11:05:44.764672,2023-08-24 11:05:44.764672,21,Relaxation,Barcelona,8207.28,Pending,10
CUST_0090,26,Male,Very High,UK,2024-07-06 11:05:44.764675,2024-08-01 11:05:44.764675,1,Holiday,Bangkok,1523.16,Completed,3
CUST_0091,45,Male,Medium,Australia,2024-03-07 11:05:44.764677,2024-05-09 11:05:44.764677,1,Adventure,London,7299.92,Cancelled,7
CUST_0092,66,Male,Very High,Australia,2024-03-14 11:05:44.764679,2024-04-15 11:05:44.764679,2,Family,Rome,1647.87,Pending,9
CUST_0093,57,Female,Low,France,2023-10-28 11:05:44.764680,2023-11-29 11:05:44.764680,15,Business,Tokyo,7185.69,Pending,5
CUST_0094,60,Male,High,Italy,2024-01-31 11:05:44.764682,2024-03-06 11:05:44.764682,29,Holiday,Sydney,7640.14,Completed,9
CUST_0095,46,Male,Medium,Italy,2024-02-19 11:05:44.764683,2024-04-04 11:05:44.764683,4,Holiday,Tokyo,618.47,Completed,8
CUST_0096,32,Male,High,USA,2024-03-15 11:05:44.764685,2024-04-09 11:05:44.764685,3,Business,London,1253.03,Cancelled,7
CUST_0097,48,Male,Low,Japan,2024-07-04 11:05:44.764686,2024-09-16 11:05:44.764686,12,Relaxation,Sydney,7417.32,Pending,2
CUST_0098,49,Female,Low,Canada,2023-10-29 11:05:44.764687,2023-12-10 11:05:44.764687,15,Business,Rome,3046.44,Cancelled,3
CUST_0099,18,Male,Low,Australia,2024-01-09 11:05:44.764688,2024-01-29 11:05:44.764688,25,Relaxation,New York,7957.66,Cancelled,1
CUST_0100,18,Male,Medium,Italy,2023-10-22 11:05:44.764690,2023-10-31 11:05:44.764690,5,Adventure,Berlin,282.98,Pending,9
CUST_0101,29,Male,Very High,China,2024-01-16 11:05:44.764691,2024-03-06 11:05:44.764691,26,Relaxation,Rome,4438.42,Cancelled,7
CUST_0102,55,Male,Low,France,2024-05-23 11:05:44.764692,2024-06-17 11:05:44.764692,25,Relaxation,Moscow,8477.85,Pending,6
CUST_0103,18,Male,Very High,Brazil,2024-05-30 11:05:44.764694,2024-06-26 11:05:44.764694,7,Family,London,4804.47,Cancelled,4
CUST_0104,62,Female,High,India,2024-02-03 11:05:44.764695,2024-04-22 11:05:44.764695,11,Family,Paris,9769.02,Pending,8
CUST_0105,52,Male,Medium,UK,2023-09-19 11:05:44.764696,2023-12-06 11:05:44.764696,22,Adventure,Berlin,803.53,Cancelled,5
CUST_0106,36,Male,Low,USA,2023-12-05 11:05:44.764698,2024-01-01 11:05:44.764698,20,Adventure,New York,3093.22,Pending,1
CUST_0107,50,Male,Medium,Canada,2024-03-15 11:05:44.764699,2024-05-03 11:05:44.764699,5,Relaxation,Berlin,6160.93,Completed,5
CUST_0108,56,Male,High,Italy,2024-01-02 11:05:44.764700,2024-01-23 11:05:44.764700,25,Holiday,Bangkok,5042.55,Cancelled,3
CUST_0109,49,Male,Very High,India,2023-12-26 11:05:44.764701,2024-02-27 11:05:44.764701,23,Adventure,Tokyo,2235.11,Cancelled,9
CUST_0110,29,Female,Low,Italy,2024-04-25 11:05:44.764703,2024-07-23 11:05:44.764703,15,Adventure,Bangkok,8516.01,Completed,6
CUST_0111,41,Female,Medium,India,2024-03-12 11:05:44.764704,2024-04-20 11:05:44.764704,7,Relaxation,Dubai,7855.34,Completed,5
CUST_0112,36,Female,High,UK,2024-02-12 11:05:44.764706,2024-05-01 11:05:44.764706,5,Holiday,Berlin,4361.84,Cancelled,10
CUST_0113,45,Female,Low,Italy,2024-03-28 11:05:44.764707,2024-04-08 11:05:44.764707,14,Adventure,Sydney,3706.29,Completed,1
CUST_0114,51,Female,High,Brazil,2023-11-05 11:05:44.764708,2023-11-18 11:05:44.764708,9,Relaxation,London,9977.39,Completed,1
CUST_0115,27,Female,Medium,France,2023-08-06 11:05:44.764709,2023-09-15 11:05:44.764709,28,Family,Barcelona,5794.11,Cancelled,8
CUST_0116,23,Male,Very High,Italy,2024-01-07 11:05:44.764711,2024-02-04 11:05:44.764711,14,Holiday,Dubai,1097.92,Completed,3
CUST_0117,22,Male,High,India,2024-02-15 11:05:44.764712,2024-02-19 11:05:44.764712,12,Adventure,Sydney,9736.74,Pending,2
CUST_0118,21,Male,Very High,Australia,2023-12-25 11:05:44.764713,2024-01-01 11:05:44.764713,18,Family,Barcelona,229.74,Completed,2
CUST_0119,63,Male,Low,USA,2023-08-30 11:05:44.764715,2023-10-14 11:05:44.764715,23,Relaxation,Bangkok,5079.39,Cancelled,3
CUST_0120,29,Male,Very High,Canada,2024-05-03 11:05:44.764716,2024-05-15 11:05:44.764716,14,Business,London,7893.75,Completed,7
CUST_0121,30,Female,Very High,Italy,2024-05-08 11:05:44.764717,2024-07-05 11:05:44.764717,9,Family,Sydney,9702.07,Cancelled,8
CUST_0122,27,Female,Very High,Australia,2023-12-16 11:05:44.764730,2024-01-23 11:05:44.764730,16,Holiday,Tokyo,846.88,Cancelled,8
CUST_0123,29,Male,Very High,Spain,2024-01-09 11:05:44.764734,2024-02-18 11:05:44.764734,9,Adventure,Sydney,8503.69,Cancelled,7
CUST_0124,31,Male,Very High,Germany,2023-10-26 11:05:44.764736,2023-12-29 11:05:44.764736,3,Family,London,287.62,Pending,1
CUST_0125,55,Female,Very High,Canada,2023-11-10 11:05:44.764739,2023-12-29 11:05:44.764739,25,Business,New York,991.78,Completed,9
CUST_0126,55,Male,Medium,Spain,2024-03-13 11:05:44.764742,2024-04-18 11:05:44.764742,15,Family,Berlin,5290.17,Completed,6
CUST_0127,38,Female,Medium,Australia,2023-08-08 11:05:44.764744,2023-09-06 11:05:44.764744,16,Adventure,Paris,7633.56,Cancelled,2
CUST_0128,69,Female,Very High,USA,2023-07-11 11:05:44.764747,2023-10-06 11:05:44.764747,11,Business,Tokyo,183.61,Cancelled,2
CUST_0129,27,Female,High,Spain,2023-12-30 11:05:44.764750,2024-03-11 11:05:44.764750,20,Business,Tokyo,735.32,Pending,1
CUST_0130,55,Female,Medium,Italy,2023-08-20 11:05:44.764753,2023-10-07 11:05:44.764753,15,Adventure,Istanbul,3989.74,Pending,8
CUST_0131,55,Male,High,USA,2024-01-07 11:05:44.764754,2024-03-15 11:05:44.764754,12,Business,Dubai,8390.59,Cancelled,8
CUST_0132,43,Male,Medium,Germany,2023-11-30 11:05:44.764757,2024-02-16 11:05:44.764757,17,Family,Barcelona,3671.43,Pending,7
CUST_0133,63,Female,Low,France,2024-02-17 11:05:44.764760,2024-03-02 11:05:44.764760,25,Relaxation,Dubai,9040.91,Cancelled,4
CUST_0134,21,Male,Very High,Canada,2024-01-07 11:05:44.764763,2024-03-28 11:05:44.764763,15,Business,Berlin,1083.21,Completed,1
CUST_0135,37,Male,Low,Australia,2023-12-16 11:05:44.764766,2024-01-27 11:05:44.764766,11,Business,Sydney,9597.39,Completed,7
CUST_0136,32,Male,Low,UK,2023-07-09 11:05:44.764769,2023-08-29 11:05:44.764769,28,Adventure,London,9605.62,Cancelled,2
CUST_0137,69,Female,Very High,Italy,2024-02-15 11:05:44.764772,2024-04-03 11:05:44.764772,29,Adventure,Barcelona,3515.85,Cancelled,10
CUST_0138,43,Female,Low,UK,2024-05-16 11:05:44.764774,2024-06-01 11:05:44.764774,26,Family,Barcelona,2688.19,Pending,2
CUST_0139,20,Female,Medium,India,2023-11-06 11:05:44.764777,2024-01-14 11:05:44.764777,14,Business,Paris,4730.03,Completed,5
CUST_0140,28,Male,Low,Brazil,2024-02-10 11:05:44.764780,2024-02-29 11:05:44.764780,5,Business,Barcelona,5409.11,Completed,1
CUST_0141,25,Female,Very High,Italy,2024-05-08 11:05:44.764783,2024-07-27 11:05:44.764783,10,Holiday,Sydney,3836.0,Pending,6
CUST_0142,22,Female,Medium,Italy,2023-11-23 11:05:44.764785,2024-01-23 11:05:44.764785,17,Business,Berlin,583.61,Pending,9
CUST_0143,24,Female,Medium,Spain,2024-04-21 11:05:44.764787,2024-07-09 11:05:44.764787,17,Business,New York,6833.32,Pending,9
CUST_0144,22,Female,Medium,Australia,2024-01-14 11:05:44.764788,2024-03-30 11:05:44.764788,22,Relaxation,Rome,2441.87,Pending,5
CUST_0145,58,Female,Medium,Italy,2024-03-06 11:05:44.764789,2024-04-25 11:05:44.764789,11,Business,London,6991.25,Completed,3
CUST_0146,50,Female,High,USA,2024-04-04 11:05:44.764791,2024-06-11 11:05:44.764791,29,Business,Istanbul,7622.16,Cancelled,1
CUST_0147,42,Female,Low,India,2024-01-17 11:05:44.764792,2024-03-02 11:05:44.764792,13,Holiday,Barcelona,5652.15,Completed,4
CUST_0148,33,Male,High,France,2023-10-27 11:05:44.764793,2023-12-01 11:05:44.764793,7,Adventure,London,7319.45,Completed,7
CUST_0149,68,Male,High,Australia,2024-03-13 11:05:44.764795,2024-05-21 11:05:44.764795,20,Family,Dubai,9387.05,Cancelled,8
CUST_0150,40,Female,Medium,Spain,2024-05-13 11:05:44.764797,2024-06-02 11:05:44.764797,13,Holiday,Sydney,9265.3,Pending,2
CUST_0151,53,Male,Low,Australia,2023-07-26 11:05:44.764798,2023-10-22 11:05:44.764798,25,Business,Dubai,4130.81,Pending,9
CUST_0152,33,Male,High,UK,2023-12-25 11:05:44.764799,2024-01-12 11:05:44.764799,9,Business,Paris,8349.64,Pending,1
CUST_0153,40,Female,Medium,Brazil,2023-12-22 11:05:44.764800,2024-01-01 11:05:44.764800,25,Holiday,Berlin,5483.04,Cancelled,10
CUST_0154,64,Female,Low,UK,2023-11-14 11:05:44.764802,2023-12-04 11:05:44.764802,24,Holiday,Istanbul,2240.27,Pending,5
CUST_0155,28,Female,High,Japan,2023-10-20 11:05:44.764803,2023-11-01 11:05:44.764803,27,Relaxation,London,5545.86,Completed,10
CUST_0156,68,Male,Low,China,2023-11-15 11:05:44.764804,2023-12-18 11:05:44.764804,12,Family,Tokyo,5205.9,Pending,4
CUST_0157,54,Female,Very High,USA,2023-09-23 11:05:44.764805,2023-09-29 11:05:44.764805,11,Holiday,Dubai,5033.77,Cancelled,1
CUST_0158,36,Male,Medium,China,2023-08-27 11:05:44.764807,2023-11-24 11:05:44.764807,13,Adventure,Istanbul,4973.94,Cancelled,6
CUST_0159,64,Female,Low,USA,2024-03-18 11:05:44.764809,2024-06-09 11:05:44.764809,21,Relaxation,Tokyo,2242.95,Completed,1
CUST_0160,18,Female,Low,India,2023-07-29 11:05:44.764811,2023-08-27 11:05:44.764811,7,Business,Dubai,564.34,Pending,7
CUST_0161,23,Male,High,Germany,2023-12-17 11:05:44.764812,2024-03-10 11:05:44.764812,29,Family,Istanbul,9761.14,Completed,4
CUST_0162,22,Male,Low,China,2023-10-25 11:05:44.764813,2023-12-29 11:05:44.764813,19,Family,Berlin,7188.24,Pending,4
CUST_0163,58,Female,High,Spain,2024-01-31 11:05:44.764814,2024-03-17 11:05:44.764814,23,Adventure,New York,3264.32,Completed,10
CUST_0164,62,Female,High,Brazil,2023-11-02 11:05:44.764817,2023-12-22 11:05:44.764817,29,Holiday,Bangkok,190.98,Cancelled,2
CUST_0165,30,Female,Low,USA,2024-03-11 11:05:44.764820,2024-05-22 11:05:44.764820,28,Relaxation,Sydney,2458.55,Completed,4
CUST_0166,23,Male,Very High,UK,2024-01-29 11:05:44.764823,2024-03-14 11:05:44.764823,20,Family,London,9207.63,Pending,10
CUST_0167,27,Female,High,Japan,2023-10-17 11:05:44.764826,2023-10-31 11:05:44.764826,17,Adventure,Berlin,162.72,Completed,4
CUST_0168,46,Female,Low,Brazil,2023-07-24 11:05:44.764829,2023-10-22 11:05:44.764829,2,Business,Dubai,1894.89,Pending,4
CUST_0169,19,Female,Low,France,2024-07-08 11:05:44.764831,2024-09-11 11:05:44.764831,25,Holiday,Barcelona,8687.04,Completed,8
CUST_0170,48,Female,High,Spain,2024-05-22 11:05:44.764834,2024-08-05 11:05:44.764834,22,Holiday,Sydney,7844.89,Pending,4
CUST_0171,41,Female,Medium,UK,2023-11-10 11:05:44.764837,2024-01-10 11:05:44.764837,6,Business,New York,3186.56,Pending,8
CUST_0172,34,Male,Medium,UK,2024-01-28 11:05:44.764840,2024-02-01 11:05:44.764840,25,Holiday,Berlin,3958.83,Cancelled,8
CUST_0173,33,Female,Very High,India,2023-12-20 11:05:44.764843,2024-01-15 11:05:44.764843,4,Relaxation,New York,8183.81,Completed,2
CUST_0174,56,Male,Low,Canada,2024-03-14 11:05:44.764846,2024-05-23 11:05:44.764846,24,Adventure,Bangkok,7735.53,Cancelled,8
CUST_0175,20,Male,Low,UK,2023-12-01 11:05:44.764848,2024-01-23 11:05:44.764848,7,Adventure,New York,2603.51,Pending,4
CUST_0176,49,Male,Very High,Germany,2024-06-14 11:05:44.764850,2024-06-17 11:05:44.764850,12,Family,Paris,226.31,Pending,7
CUST_0177,45,Female,High,Spain,2023-09-18 11:05:44.764851,2023-11-10 11:05:44.764851,7,Family,New York,1859.81,Cancelled,2
CUST_0178,52,Male,Very High,Australia,2024-06-18 11:05:44.764853,2024-09-12 11:05:44.764853,19,Relaxation,Istanbul,3910.64,Pending,9
CUST_0179,50,Female,High,Japan,2023-12-13 11:05:44.764854,2024-02-06 11:05:44.764854,14,Relaxation,New York,1560.06,Cancelled,3
CUST_0180,36,Female,High,Japan,2024-05-22 11:05:44.764855,2024-08-06 11:05:44.764855,5,Family,Tokyo,522.91,Cancelled,5
CUST_0181,30,Female,Very High,Brazil,2024-02-25 11:05:44.764857,2024-05-06 11:05:44.764857,10,Relaxation,London,1099.07,Pending,2
CUST_0182,45,Male,Medium,China,2024-03-28 11:05:44.764858,2024-06-08 11:05:44.764858,27,Business,Rome,5149.56,Completed,10
CUST_0183,65,Female,Very High,Germany,2024-01-23 11:05:44.764859,2024-02-24 11:05:44.764859,19,Business,Barcelona,8163.46,Cancelled,8
CUST_0184,39,Female,Medium,China,2024-04-08 11:05:44.764860,2024-04-22 11:05:44.764860,4,Adventure,Dubai,4133.45,Cancelled,7
CUST_0185,43,Female,Very High,China,2024-05-12 11:05:44.764862,2024-05-23 11:05:44.764862,4,Business,London,2699.65,Cancelled,1
CUST_0186,60,Female,Very High,UK,2024-04-07 11:05:44.764863,2024-05-21 11:05:44.764863,13,Holiday,London,5713.64,Completed,6
CUST_0187,45,Male,Low,UK,2023-07-17 11:05:44.764864,2023-09-09 11:05:44.764864,18,Adventure,Berlin,8499.77,Pending,1
CUST_0188,67,Male,High,Brazil,2024-01-04 11:05:44.764866,2024-03-13 11:05:44.764866,9,Family,Rome,7908.92,Cancelled,5
